Topic,Group,Class,Word,Count
puerto_rico,dem-base,0,via,5.125
puerto_rico,dem-base,0,#voteblue,3.833333333333333
puerto_rico,dem-base,0,puerto,3.0
puerto_rico,dem-base,0,#resistance,3.0
puerto_rico,dem-base,0,really,2.5
puerto_rico,dem-base,0,#maga,2.5
puerto_rico,dem-base,1,hurricane,7.0
puerto_rico,dem-base,1,#bluewave2018,6.0
puerto_rico,dem-base,1,spend,2.0
puerto_rico,dem-base,1,delegate,2.0
puerto_rico,dem-base,1,well,1.0
puerto_rico,dem-base,1,refuse,1.0
puerto_rico,dem-base,1,#muellertime,1.0
puerto_rico,dem-base,1,#mprraccoon,1.0
puerto_rico,dem-base,1,live,1.0
puerto_rico,dem-base,1,accountable,1.0
puerto_rico,rep-lead,0,help,5.666666666666666
puerto_rico,rep-lead,0,tragic,4.0
puerto_rico,rep-lead,0,way,3.0
puerto_rico,rep-lead,0,proud,2.5
puerto_rico,rep-lead,0,friend,2.0
puerto_rico,rep-lead,0,trump,2.0
puerto_rico,rep-lead,0,job,2.0
puerto_rico,rep-lead,0,happen,2.0
puerto_rico,rep-lead,0,effect,2.0
puerto_rico,rep-lead,0,carlos,1.0
puerto_rico,rep-lead,1,maría,2.0
puerto_rico,rep-lead,1,campaign,1.0
puerto_rico,rep-lead,1,leave,1.0
puerto_rico,rep-lead,1,carrier,1.0
puerto_rico,rep-lead,1,report,1.0
puerto_rico,rep-lead,1,nearly,1.0
puerto_rico,rep-lead,1,still,1.0
puerto_rico,rep-lead,1,daniel,1.0
puerto_rico,rep-lead,1,15,1.0
puerto_rico,rep-lead,1,aquí,1.0
puerto_rico,rep-base,0,money,6.0
puerto_rico,rep-base,0,school,5.0
puerto_rico,rep-base,0,23,3.0
puerto_rico,rep-base,0,ice,3.0
puerto_rico,rep-base,0,white,2.0
puerto_rico,rep-base,0,breitbart,2.0
puerto_rico,rep-base,0,nfl,2.0
puerto_rico,rep-base,0,inaction,2.0
puerto_rico,rep-base,0,#president,2.0
puerto_rico,rep-base,0,reason,2.0
puerto_rico,rep-base,1,911,3.0
puerto_rico,rep-base,1,mean,3.0
puerto_rico,rep-base,1,rico,2.6785714285714284
puerto_rico,rep-base,1,#puertoricodeathtoll,2.0
puerto_rico,rep-base,1,get,2.0
puerto_rico,rep-base,1,jump,2.0
puerto_rico,rep-base,1,like,2.0
puerto_rico,rep-base,1,heart,1.5
puerto_rico,rep-base,1,toll,1.1666666666666665
puerto_rico,rep-base,1,america,1.0
rural,dem-lead,0,state,37.0
rural,dem-lead,0,like,33.0
rural,dem-lead,0,congress,23.0
rural,dem-lead,0,family,20.25
rural,dem-lead,0,farm,19.166666666666664
rural,dem-lead,0,know,17.0
rural,dem-lead,0,rural,15.035714285714285
rural,dem-lead,0,crop,12.0
rural,dem-lead,0,read,11.0
rural,dem-lead,0,hold,10.0
rural,dem-lead,1,pass,18.0
rural,dem-lead,1,hold,9.0
rural,dem-lead,1,strengthen,9.0
rural,dem-lead,1,want,9.0
rural,dem-lead,1,meeting,8.0
rural,dem-lead,1,hoosier,8.0
rural,dem-lead,1,yesterday,6.0
rural,dem-lead,1,well,6.0
rural,dem-lead,1,steve,6.0
rural,dem-lead,1,read,4.0
rural,dem-base,0,farmer,5.0
rural,dem-base,0,need,1.0
rural,dem-base,0,hope,1.0
rural,dem-base,0,21st,1.0
rural,dem-base,0,olson,1.0
rural,dem-base,0,ahead,1.0
rural,dem-base,0,#obama,1.0
rural,dem-base,0,implode,0.5
rural,dem-base,0,say,0.3333333333333333
rural,dem-base,0,pls,0.3333333333333333
rural,dem-base,1,lead,1.0
rural,dem-base,1,role,1.0
rural,dem-base,1,environment,1.0
rural,dem-base,1,say,1.0
rural,dem-base,1,committee,0.5
rural,dem-base,1,session,0.3333333333333333
rural,dem-base,1,join,0.3333333333333333
rural,dem-base,1,chair,0.08333333333333333
rural,dem-base,1,useless,0.06666666666666667
rural,dem-base,1,leave,0.03571428571428571
rural,rep-lead,0,great,28.0
rural,rep-lead,0,america,15.0
rural,rep-lead,0,big,12.0
rural,rep-lead,0,trade,11.0
rural,rep-lead,0,economic,9.0
rural,rep-lead,0,#nationalagday,9.0
rural,rep-lead,0,im,6.333333333333333
rural,rep-lead,0,speak,6.0
rural,rep-lead,0,small,5.0
rural,rep-lead,0,investment,4.5
rural,rep-lead,1,agriculture,20.0
rural,rep-lead,1,crop,7.0
rural,rep-lead,1,effort,5.0
rural,rep-lead,1,include,4.5
rural,rep-lead,1,last,4.0
rural,rep-lead,1,receive,4.0
rural,rep-lead,1,#wotus,3.0
rural,rep-lead,1,great,2.1666666666666665
rural,rep-lead,1,help,2.0
rural,rep-lead,1,heartland,2.0
rural,rep-base,0,recipient,3.0
rural,rep-base,0,7pm,1.0
rural,rep-base,0,job,1.0
rural,rep-base,0,dozen,1.0
rural,rep-base,0,fund,1.0
rural,rep-base,0,whole,1.0
rural,rep-base,0,999,1.0
rural,rep-base,0,selfsufficiency,0.6666666666666666
rural,rep-base,0,food,0.3333333333333333
rural,rep-base,0,agreement,0.3333333333333333
rural,rep-base,1,#trader,1.0
rural,rep-base,1,break,1.0
rural,rep-base,1,farming,1.0
rural,rep-base,1,wire,1.0
rural,rep-base,1,consumer,0.3333333333333333
rural,rep-base,1,#trade,0.3333333333333333
rural,rep-base,1,snap,0.16666666666666666
rural,rep-base,1,#cbd,0.16666666666666666
rural,rep-base,1,hurt,0.06666666666666667
rural,rep-base,1,include,0.05555555555555555
russia,dem-lead,0,effort,24.0
russia,dem-lead,0,try,18.0
russia,dem-lead,0,american,13.0
russia,dem-lead,0,pardon,11.0
russia,dem-lead,0,special,10.464285714285714
russia,dem-lead,0,end,10.0
russia,dem-lead,0,foreign,8.0
russia,dem-lead,0,public,8.0
russia,dem-lead,0,meet,7.0
russia,dem-lead,0,go,6.0
russia,dem-lead,1,democracy,12.0
russia,dem-lead,1,step,11.0
russia,dem-lead,1,judiciary,9.0
russia,dem-lead,1,follow,7.0
russia,dem-lead,1,counsel,5.357142857142857
russia,dem-lead,1,try,5.0
russia,dem-lead,1,come,5.0
russia,dem-lead,1,special,4.806451612903226
russia,dem-lead,1,whitaker,4.5
russia,dem-lead,1,delay,4.0
russia,dem-base,0,hunt,74.66666666666666
russia,dem-base,0,#impeachtrump,34.0
russia,dem-base,0,democrat,25.0
russia,dem-base,0,need,15.0
russia,dem-base,0,give,8.0
russia,dem-base,0,happen,6.0
russia,dem-base,0,sure,6.0
russia,dem-base,0,socialist,6.0
russia,dem-base,0,come,5.666666666666666
russia,dem-base,0,people,5.333333333333333
russia,dem-base,1,vote,4.0
russia,dem-base,1,write,4.0
russia,dem-base,1,still,3.0
russia,dem-base,1,way,2.0
russia,dem-base,1,prevail,2.0
russia,dem-base,1,beyond,2.0
russia,dem-base,1,seem,2.0
russia,dem-base,1,bipartisan,2.0
russia,dem-base,1,stone,1.5
russia,dem-base,1,congress,1.0
russia,rep-lead,0,nothing,4.0
russia,rep-lead,0,name,3.0
russia,rep-lead,0,want,2.0
russia,rep-lead,0,know,2.0
russia,rep-lead,0,start,1.3333333333333333
russia,rep-lead,0,ityet,1.0
russia,rep-lead,0,million,1.0
russia,rep-lead,0,trey,1.0
russia,rep-lead,0,return,1.0
russia,rep-lead,0,charge,1.0
russia,rep-lead,1,robert,8.0
russia,rep-lead,1,fire,3.0
russia,rep-lead,1,make,2.0
russia,rep-lead,1,call,2.0
russia,rep-lead,1,policy,1.0
russia,rep-lead,1,service,1.0
russia,rep-lead,1,completion,1.0
russia,rep-lead,1,2016,0.5
russia,rep-lead,1,must,0.375
russia,rep-lead,1,right,0.3333333333333333
russia,rep-base,0,trump,183.0
russia,rep-base,0,hunt,29.25
russia,rep-base,0,time,15.75
russia,rep-base,0,warrant,13.0
russia,rep-base,0,talk,11.0
russia,rep-base,0,potus,11.0
russia,rep-base,0,base,10.0
russia,rep-base,0,mueller,9.481481481481481
russia,rep-base,0,congress,9.0
russia,rep-base,0,#america,9.0
russia,rep-base,1,investigate,17.0
russia,rep-base,1,go,7.666666666666666
russia,rep-base,1,#kag,7.0
russia,rep-base,1,part,4.0
russia,rep-base,1,identify,4.0
russia,rep-base,1,corruption,4.0
russia,rep-base,1,#fisaabuse,4.0
russia,rep-base,1,fact,4.0
russia,rep-base,1,shit,4.0
russia,rep-base,1,let,3.0
shutdown,dem-lead,0,president,69.0
shutdown,dem-lead,0,extend,12.0
shutdown,dem-lead,0,wont,10.0
shutdown,dem-lead,0,christmas,8.0
shutdown,dem-lead,0,want,7.333333333333333
shutdown,dem-lead,0,night,7.0
shutdown,dem-lead,0,government,6.0
shutdown,dem-lead,0,back,6.0
shutdown,dem-lead,0,take,5.333333333333333
shutdown,dem-lead,0,hurt,5.0
shutdown,dem-lead,1,family,8.0
shutdown,dem-lead,1,statement,8.0
shutdown,dem-lead,1,im,7.0
shutdown,dem-lead,1,2013,6.0
shutdown,dem-lead,1,congress,4.333333333333333
shutdown,dem-lead,1,way,2.6666666666666665
shutdown,dem-lead,1,never,2.0
shutdown,dem-lead,1,also,2.0
shutdown,dem-lead,1,mantle,2.0
shutdown,dem-lead,1,joe,1.6666666666666665
shutdown,dem-base,0,make,8.0
shutdown,dem-base,0,dont,6.333333333333333
shutdown,dem-base,0,doesnt,5.0
shutdown,dem-base,0,work,4.5
shutdown,dem-base,0,tell,3.0
shutdown,dem-base,0,#shutdown,2.5
shutdown,dem-base,0,promise,2.0
shutdown,dem-base,0,#nowall,1.6666666666666665
shutdown,dem-base,0,lgbt,1.4000000000000001
shutdown,dem-base,0,trump,1.357142857142857
shutdown,dem-base,1,congress,4.0
shutdown,dem-base,1,dems,4.0
shutdown,dem-base,1,#democrats,3.6666666666666665
shutdown,dem-base,1,hold,2.0
shutdown,dem-base,1,proof,2.0
shutdown,dem-base,1,work,1.5
shutdown,dem-base,1,try,1.0
shutdown,dem-base,1,border,1.0
shutdown,dem-base,1,business,1.0
shutdown,dem-base,1,illegal,1.0
shutdown,rep-lead,0,veteran,6.0
shutdown,rep-lead,0,one,4.0
shutdown,rep-lead,0,kaine,3.0
shutdown,rep-lead,0,shutdown,2.5357142857142856
shutdown,rep-lead,0,proud,2.0
shutdown,rep-lead,0,access,2.0
shutdown,rep-lead,0,week,1.5
shutdown,rep-lead,0,past,1.5
shutdown,rep-lead,0,instead,1.0
shutdown,rep-lead,0,citizen,1.0
shutdown,rep-lead,1,vote,6.333333333333333
shutdown,rep-lead,1,thats,2.0
shutdown,rep-lead,1,end,2.0
shutdown,rep-lead,1,#masen,1.5
shutdown,rep-lead,1,politician,1.0
shutdown,rep-lead,1,#breakingnews,1.0
shutdown,rep-lead,1,pressure,1.0
shutdown,rep-lead,1,safety,1.0
shutdown,rep-lead,1,discuss,1.0
shutdown,rep-lead,1,sure,1.0
shutdown,rep-base,0,shut,25.333333333333332
shutdown,rep-base,0,gop,6.0
shutdown,rep-base,0,#twitter,3.0
shutdown,rep-base,0,dems,2.6666666666666665
shutdown,rep-base,0,provide,2.0
shutdown,rep-base,0,meet,2.0
shutdown,rep-base,0,plan,2.0
shutdown,rep-base,0,veto,2.0
shutdown,rep-base,0,cant,1.5
shutdown,rep-base,0,didnt,1.5
shutdown,rep-base,1,know,4.0
shutdown,rep-base,1,agree,1.0
shutdown,rep-base,1,thanks,1.0
shutdown,rep-base,1,way,1.0
shutdown,rep-base,1,head,1.0
shutdown,rep-base,1,period,1.0
shutdown,rep-base,1,year,1.0
shutdown,rep-base,1,reuters,1.0
shutdown,rep-base,1,temporary,1.0
shutdown,rep-base,1,blame,0.5
social_security,dem-lead,0,senior,264.0
social_security,dem-lead,0,program,170.0
social_security,dem-lead,0,need,144.0
social_security,dem-lead,0,benefit,82.33333333333333
social_security,dem-lead,0,million,55.0
social_security,dem-lead,0,thats,50.0
social_security,dem-lead,0,good,45.0
social_security,dem-lead,0,president,32.0
social_security,dem-lead,0,leader,25.0
social_security,dem-lead,0,issue,23.666666666666664
social_security,dem-lead,1,trillion,36.0
social_security,dem-lead,1,health,29.0
social_security,dem-lead,1,rich,15.0
social_security,dem-lead,1,strong,12.0
social_security,dem-lead,1,ensure,8.666666666666666
social_security,dem-lead,1,sign,8.0
social_security,dem-lead,1,social,7.533333333333333
social_security,dem-lead,1,economy,7.0
social_security,dem-lead,1,steal,6.0
social_security,dem-lead,1,citizen,5.0
social_security,dem-base,0,agreement,32.0
social_security,dem-base,0,drilling,32.0
social_security,dem-base,0,american,24.0
social_security,dem-base,0,get,20.666666666666664
social_security,dem-base,0,take,19.75
social_security,dem-base,0,paris,16.0
social_security,dem-base,0,fight,16.0
social_security,dem-base,0,please,11.0
social_security,dem-base,0,see,11.0
social_security,dem-base,0,wake,11.0
social_security,dem-base,1,medicare,55.0
social_security,dem-base,1,also,4.0
social_security,dem-base,1,thats,3.0
social_security,dem-base,1,corporation,3.0
social_security,dem-base,1,simple,2.0
social_security,dem-base,1,america,2.0
social_security,dem-base,1,way,2.0
social_security,dem-base,1,air,1.3333333333333333
social_security,dem-base,1,hand,1.0
social_security,dem-base,1,see,1.0
social_security,rep-lead,0,work,7.0
social_security,rep-lead,0,need,5.666666666666666
social_security,rep-lead,0,resident,4.0
social_security,rep-lead,0,allow,4.0
social_security,rep-lead,0,due,4.0
social_security,rep-lead,0,cut,3.875
social_security,rep-lead,0,pac,3.0
social_security,rep-lead,0,contact,3.0
social_security,rep-lead,0,cost,3.0
social_security,rep-lead,0,trustee,3.0
social_security,rep-lead,1,washington,3.0
social_security,rep-lead,1,promise,3.0
social_security,rep-lead,1,social,2.714285714285714
social_security,rep-lead,1,remain,2.0
social_security,rep-lead,1,hard,1.5
social_security,rep-lead,1,top,1.0
social_security,rep-lead,1,resource,1.0
social_security,rep-lead,1,90,1.0
social_security,rep-lead,1,already,1.0
social_security,rep-lead,1,america,1.0
social_security,rep-base,0,#trump,10.333333333333332
social_security,rep-base,0,promise,9.0
social_security,rep-base,0,would,8.0
social_security,rep-base,0,house,5.0
social_security,rep-base,0,number,4.0
social_security,rep-base,0,save,4.0
social_security,rep-base,0,poor,4.0
social_security,rep-base,0,plan,3.5
social_security,rep-base,0,hey,3.0
social_security,rep-base,0,refugee,3.0
social_security,rep-base,1,tax,18.0
social_security,rep-base,1,social,3.0
social_security,rep-base,1,use,3.0
social_security,rep-base,1,supporter,3.0
social_security,rep-base,1,con,2.0
social_security,rep-base,1,order,2.0
social_security,rep-base,1,theyre,2.0
social_security,rep-base,1,weve,1.0
social_security,rep-base,1,wage,1.0
social_security,rep-base,1,#trumptrash,1.0
taxes,dem-lead,0,year,286.0
taxes,dem-lead,0,time,254.0
taxes,dem-lead,0,middleclass,189.0
taxes,dem-lead,0,fight,167.0
taxes,dem-lead,0,benefit,157.0
taxes,dem-lead,0,country,99.0
taxes,dem-lead,0,cut,72.90322580645162
taxes,dem-lead,0,actually,71.0
taxes,dem-lead,0,republican,68.54545454545455
taxes,dem-lead,0,republicans,64.0
taxes,dem-lead,1,raise,168.0
taxes,dem-lead,1,deficit,49.0
taxes,dem-lead,1,high,45.0
taxes,dem-lead,1,senate,37.0
taxes,dem-lead,1,already,34.0
taxes,dem-lead,1,local,26.0
taxes,dem-lead,1,way,21.333333333333332
taxes,dem-lead,1,#taxscam,21.0
taxes,dem-lead,1,pay,20.0
taxes,dem-lead,1,majority,20.0
taxes,dem-base,0,sign,127.0
taxes,dem-base,0,american,84.0
taxes,dem-base,0,trump,70.25
taxes,dem-base,0,#resistance,67.0
taxes,dem-base,0,plan,41.0
taxes,dem-base,0,street,33.0
taxes,dem-base,0,want,31.0
taxes,dem-base,0,release,23.57142857142857
taxes,dem-base,0,reform,23.5
taxes,dem-base,0,business,23.0
taxes,dem-base,1,#maga,20.0
taxes,dem-base,1,billionaire,18.0
taxes,dem-base,1,see,11.0
taxes,dem-base,1,america,8.0
taxes,dem-base,1,break,7.666666666666666
taxes,dem-base,1,rich,6.375
taxes,dem-base,1,republicans,6.0
taxes,dem-base,1,republican,6.0
taxes,dem-base,1,#resist,5.533333333333333
taxes,dem-base,1,know,5.0
taxes,rep-lead,0,job,216.66666666666666
taxes,rep-lead,0,grow,129.0
taxes,rep-lead,0,paycheck,104.0
taxes,rep-lead,0,fight,102.0
taxes,rep-lead,0,president,92.5
taxes,rep-lead,0,care,67.0
taxes,rep-lead,0,vote,62.33333333333333
taxes,rep-lead,0,level,51.0
taxes,rep-lead,0,also,44.0
taxes,rep-lead,0,agree,37.0
taxes,rep-lead,1,low,156.0
taxes,rep-lead,1,need,70.0
taxes,rep-lead,1,congress,53.0
taxes,rep-lead,1,create,35.5
taxes,rep-lead,1,american,30.5
taxes,rep-lead,1,life,27.0
taxes,rep-lead,1,continue,26.0
taxes,rep-lead,1,spend,25.0
taxes,rep-lead,1,pay,24.0
taxes,rep-lead,1,listen,20.0
taxes,rep-base,0,america,90.0
taxes,rep-base,0,#maga,58.416666666666664
taxes,rep-base,0,didnt,35.0
taxes,rep-base,0,right,35.0
taxes,rep-base,0,receive,32.0
taxes,rep-base,0,#trumptrain,31.0
taxes,rep-base,0,need,30.0
taxes,rep-base,0,rate,24.0
taxes,rep-base,0,american,23.833333333333332
taxes,rep-base,0,socialist,23.0
taxes,rep-base,1,rich,42.0
taxes,rep-base,1,give,27.5
taxes,rep-base,1,job,19.333333333333332
taxes,rep-base,1,way,15.0
taxes,rep-base,1,deal,13.0
taxes,rep-base,1,stupid,11.0
taxes,rep-base,1,promise,11.0
taxes,rep-base,1,future,10.0
taxes,rep-base,1,white,8.0
taxes,rep-base,1,sorry,8.0
technology,dem-lead,0,free,87.66666666666666
technology,dem-lead,0,company,30.0
technology,dem-lead,0,house,27.666666666666664
technology,dem-lead,0,mean,14.0
technology,dem-lead,0,internet,13.903225806451612
technology,dem-lead,0,agree,10.0
technology,dem-lead,0,policy,10.0
technology,dem-lead,0,tax,10.0
technology,dem-lead,0,big,9.0
technology,dem-lead,0,use,9.0
technology,dem-lead,1,state,7.0
technology,dem-lead,1,future,6.0
technology,dem-lead,1,create,5.0
technology,dem-lead,1,reinstate,4.0
technology,dem-lead,1,far,4.0
technology,dem-lead,1,remain,4.0
technology,dem-lead,1,law,4.0
technology,dem-lead,1,keep,3.6666666666666665
technology,dem-lead,1,restore,3.090909090909091
technology,dem-lead,1,attack,2.0
technology,dem-base,0,#voteblue,15.0
technology,dem-base,0,march,4.235294117647059
technology,dem-base,0,deal,2.6666666666666665
technology,dem-base,0,tell,2.0
technology,dem-base,0,via,1.0
technology,dem-base,0,916,1.0
technology,dem-base,0,#fcc,1.0
technology,dem-base,0,dystopian,1.0
technology,dem-base,0,minor,1.0
technology,dem-base,0,po,1.0
technology,dem-base,1,vote,5.0
technology,dem-base,1,#votethemout,2.0
technology,dem-base,1,money,1.0
technology,dem-base,1,way,1.0
technology,dem-base,1,michael,1.0
technology,dem-base,1,#votingmatters,0.3333333333333333
technology,dem-base,1,push,0.3333333333333333
technology,dem-base,1,day,0.25
technology,dem-base,1,reason,0.16666666666666666
technology,dem-base,1,need,0.08333333333333333
technology,rep-lead,0,today,8.0
technology,rep-lead,0,consumer,4.0
technology,rep-lead,0,also,2.0
technology,rep-lead,0,student,2.0
technology,rep-lead,0,repeal,1.8333333333333333
technology,rep-lead,0,great,1.5
technology,rep-lead,0,regulation,1.0
technology,rep-lead,0,#politics,1.0
technology,rep-lead,0,#cra,1.0
technology,rep-lead,0,disagree,1.0
technology,rep-lead,1,neutrality,1.8333333333333333
technology,rep-lead,1,reverberate,1.0
technology,rep-lead,1,#businessesfornetneutrality,1.0
technology,rep-lead,1,thrive,1.0
technology,rep-lead,1,justice,1.0
technology,rep-lead,1,new,1.0
technology,rep-lead,1,monopolistic,1.0
technology,rep-lead,1,urge,1.0
technology,rep-lead,1,net,0.9166666666666666
technology,rep-lead,1,business,0.6666666666666666
technology,rep-base,0,trump,3.0
technology,rep-base,0,another,3.0
technology,rep-base,0,billion,2.0
technology,rep-base,0,right,1.0
technology,rep-base,0,#citizensunited,1.0
technology,rep-base,0,crafty,1.0
technology,rep-base,0,#democratic,1.0
technology,rep-base,0,corporation,0.6666666666666666
technology,rep-base,0,lie,0.6666666666666666
technology,rep-base,0,may,0.5
technology,rep-base,1,#usa,2.0
technology,rep-base,1,vote,1.0
technology,rep-base,1,threaten,1.0
technology,rep-base,1,storm,1.0
technology,rep-base,1,andy,1.0
technology,rep-base,1,department,0.3333333333333333
technology,rep-base,1,dems,0.3333333333333333
technology,rep-base,1,law,0.16666666666666666
technology,rep-base,1,regitsky,0.125
technology,rep-base,1,neutrality,0.11864406779661017
women_rights,dem-lead,0,decision,122.0
women_rights,dem-lead,0,know,45.0
women_rights,dem-lead,0,abortion,42.0
women_rights,dem-lead,0,need,37.0
women_rights,dem-lead,0,gun,37.0
women_rights,dem-lead,0,woman,31.483870967741936
women_rights,dem-lead,0,run,30.0
women_rights,dem-lead,0,cut,24.0
women_rights,dem-lead,0,never,23.5
women_rights,dem-lead,0,like,23.0
women_rights,dem-lead,1,take,35.0
women_rights,dem-lead,1,life,22.166666666666664
women_rights,dem-lead,1,every,20.333333333333332
women_rights,dem-lead,1,look,13.0
women_rights,dem-lead,1,november,12.0
women_rights,dem-lead,1,decide,11.0
women_rights,dem-lead,1,yet,8.0
women_rights,dem-lead,1,yr,7.0
women_rights,dem-lead,1,senate,6.666666666666666
women_rights,dem-lead,1,#scotus,6.333333333333333
women_rights,dem-base,0,child,9.0
women_rights,dem-base,0,free,8.0
women_rights,dem-base,0,lie,7.0
women_rights,dem-base,0,love,6.0
women_rights,dem-base,0,put,5.333333333333333
women_rights,dem-base,0,another,4.5
women_rights,dem-base,0,pay,4.0
women_rights,dem-base,0,immigration,4.0
women_rights,dem-base,0,amendment,4.0
women_rights,dem-base,0,access,4.0
women_rights,dem-base,1,roe,19.0
women_rights,dem-base,1,life,17.0
women_rights,dem-base,1,rape,5.0
women_rights,dem-base,1,president,5.0
women_rights,dem-base,1,right,4.545454545454546
women_rights,dem-base,1,put,4.0
women_rights,dem-base,1,via,4.0
women_rights,dem-base,1,help,4.0
women_rights,dem-base,1,administration,3.0
women_rights,dem-base,1,wage,3.0
women_rights,rep-lead,0,service,35.0
women_rights,rep-lead,0,defund,34.0
women_rights,rep-lead,0,today,17.333333333333332
women_rights,rep-lead,0,get,12.0
women_rights,rep-lead,0,save,11.0
women_rights,rep-lead,0,law,5.800000000000001
women_rights,rep-lead,0,call,5.0
women_rights,rep-lead,0,investigate,5.0
women_rights,rep-lead,0,forever,5.0
women_rights,rep-lead,0,generation,5.0
women_rights,rep-lead,1,vote,42.0
women_rights,rep-lead,1,nation,19.0
women_rights,rep-lead,1,act,12.0
women_rights,rep-lead,1,19th,8.0
women_rights,rep-lead,1,another,5.0
women_rights,rep-lead,1,end,5.0
women_rights,rep-lead,1,#nationalpoliceweek,5.0
women_rights,rep-lead,1,since,3.5
women_rights,rep-lead,1,action,3.333333333333333
women_rights,rep-lead,1,grant,3.0
women_rights,rep-base,0,life,34.0
women_rights,rep-base,0,fund,20.0
women_rights,rep-base,0,arrest,13.0
women_rights,rep-base,0,please,10.0
women_rights,rep-base,0,would,8.0
women_rights,rep-base,0,#etsybuyer,8.0
women_rights,rep-base,0,#pussyhat,8.0
women_rights,rep-base,0,lose,6.0
women_rights,rep-base,0,bad,6.0
women_rights,rep-base,0,true,5.0
women_rights,rep-base,1,make,14.0
women_rights,rep-base,1,sexual,8.0
women_rights,rep-base,1,everyone,3.0
women_rights,rep-base,1,back,3.0
women_rights,rep-base,1,fix,3.0
women_rights,rep-base,1,via,2.0
women_rights,rep-base,1,conservative,2.0
women_rights,rep-base,1,disgust,1.5
women_rights,rep-base,1,parenthood,1.3928571428571428
women_rights,rep-base,1,instead,1.0
